"Survived","Sex","Age","FamilySize","FareAdj","FamilyOneSurvived","FamilyAllDied"
0,0,0.29375,0.0909090909090909,0.032563963963964,0,0
0,1,0.025,0.363636363636364,0.113776276276276,1,0
1,0,0.525324074074074,0.0909090909090909,0.137387387387387,0,0
1,1,0.625,0.181818181818182,0.371652852852853,0,1
1,1,0.268465909090909,0.0909090909090909,0.0349099099099099,1,0
1,0,0.366603053435115,0.272727272727273,0.0349099099099099,1,0
0,0,0.2375,0.0909090909090909,0,1,0
1,1,0.408210784313725,0.0909090909090909,0.0556306306306306,0,1
0,0,0.366603053435115,0.0909090909090909,0.0362612612612613,1,0
1,0,0.0115,0.363636363636364,0.113776276276276,0,1
1,1,0.408210784313725,0.0909090909090909,0.124868581081081,0,0
1,1,0.2125,0.181818181818182,0.163513513513514,0,1
0,0,0.375,0.181818181818182,0.0540540540540541,1,0
1,1,0.375,0.0909090909090909,0.128218918918919,0,0
1,1,0.3,0.0909090909090909,0.124862312312312,1,0
1,1,0.225,0.454545454545455,0.168838481338481,1,0
0,1,0.325,0.272727272727273,0.0585585585585586,0,0
0,0,0.35,0.0909090909090909,0.0355666666666667,0,0
0,0,0.5375,0.272727272727273,0.0394144144144144,1,0
1,1,0.325,0.0909090909090909,0.0353792792792793,0,0
1,1,0.3,0.181818181818182,0.0585585585585586,0,1
0,0,0.675,0.0909090909090909,0.0630630630630631,0,0
1,1,0.3875,0.272727272727273,0.185660698198198,1,0
1,1,0.5,0.272727272727273,0.121171171171171,0,0
0,0,0.275,0.0909090909090909,0.0326576576576577,0,0
0,0,0.3375,0.0909090909090909,0.0355666666666667,0,0
1,1,0.375,0.0909090909090909,0.0556306306306306,0,0
1,1,0.275,0.272727272727273,0.0435435435435435,1,0
0,0,0.366603053435115,1,0.0284807534807535,0,1
1,1,0.45,0.0909090909090909,0.152740202702703,0,0
0,0,0.7625,0.0909090909090909,0.0280968468468468,0,0
1,1,0.45,0.0909090909090909,0.0585585585585586,0,0
1,1,0.3875,0.272727272727273,0.0308183183183183,1,0
1,1,0.2,0.181818181818182,0.130583783783784,1,0
1,1,0.268465909090909,0.272727272727273,0.0349099099099099,1,0
0,0,0.56875,0.0909090909090909,0.128378378378378,0,0
0,0,0.475,0.181818181818182,0.230424174174174,1,0
0,0,0.2,0.272727272727273,0.0405405405405405,0,1
1,1,0.525324074074074,0.181818181818182,0.301013513513514,1,0
0,0,0.366603053435115,0.0909090909090909,0.0355666666666667,0,0
0,0,0.3625,0.181818181818182,0.15,1,0
1,1,0.5125,0.0909090909090909,0.121171171171171,0,0
1,0,0.5625,0.0909090909090909,0.0362612612612613,0,0
0,0,0.5625,0.0909090909090909,0.15990990990991,0,0
1,0,0.025,0.272727272727273,0.039039039039039,1,0
1,1,0.3,0.545454545454545,0.197447447447447,1,0
0,0,0.35,0.0909090909090909,0.0585585585585586,0,0
0,0,0.3125,0.0909090909090909,0.0585585585585586,0,0
0,0,0.45,0.0909090909090909,0.0585585585585586,0,0
1,1,0.3,0.0909090909090909,0.0585585585585586,1,0
1,1,0.5,0.0909090909090909,0.0585585585585586,0,1
1,1,0.366603053435115,0.181818181818182,0.0362612612612613,0,0
1,0,0.0375,0.272727272727273,0.0238738738738739,1,0
0,0,0.525,0.0909090909090909,0.0390202702702703,0,0
0,0,0.2875,0.0909090909090909,0.0415540540540541,0,0
0,0,0.525324074074074,0.0909090909090909,0.157657657657658,0,0
0,0,0.1875,0.272727272727273,0.032563963963964,0,1
0,0,0.3125,0.181818181818182,0.0400900900900901,0,1
0,0,0.366603053435115,0.0909090909090909,0.032545045045045,0,0
0,0,0.35,0.0909090909090909,0.0427927927927928,0,0
1,1,0.275,0.181818181818182,0.123873873873874,0,0
0,1,0.475,0.0909090909090909,0.0585585585585586,0,0
1,1,0.268465909090909,0.0909090909090909,0.0354918918918919,0,0
1,1,0.268465909090909,0.0909090909090909,0.0354918918918919,0,0
0,0,0.5,0.545454545454545,0.0209459459459459,0,1
0,0,0.3625,0.181818181818182,0.0624342342342342,0,0
0,1,0.5625,0.181818181818182,0.0325545045045045,0,1
0,0,0.4375,0.0909090909090909,0.0317567567567568,0,0
0,0,0.366603053435115,0.181818181818182,0.0349099099099099,1,0
0,0,0.375,0.0909090909090909,0.0326576576576577,0,0
1,1,0.75,0.181818181818182,0.169481981981982,0,0
1,1,0.366603053435115,0.0909090909090909,0.032563963963964,0,0
1,1,0.268465909090909,0.0909090909090909,0.0349099099099099,0,0
1,1,0.3,0.0909090909090909,0.156081081081081,0,0
1,0,0.3125,0.181818181818182,0.124868693693694,0,0
0,0,0.225,0.181818181818182,0.0292603603603604,0,0
0,0,0.2375,0.0909090909090909,0.0362612612612613,0,0
0,0,0.275,0.0909090909090909,0.152740202702703,0,0
0,1,0.0375,0.454545454545455,0.0189864864864865,0,1
1,1,0.525324074074074,0.181818181818182,0.185069369369369,0,1
1,1,0.275,0.0909090909090909,0.0326576576576577,0,0
0,0,0.3375,0.272727272727273,0.190540540540541,0,0
0,0,0.25,0.0909090909090909,0.0180743243243243,0,0
0,0,0.2375,0.0909090909090909,0.0350225225225225,0,1
1,1,0.525,0.0909090909090909,0.204977477477477,0,0
1,1,0.0125,0.272727272727273,0.0236361861861862,1,0
0,0,0.4,0.0909090909090909,0.0356981981981982,0,0
1,1,0.4375,0.181818181818182,0.117117117117117,0,1
0,0,0.366603053435115,0.0909090909090909,0.0355666666666667,0,0
0,0,0.225,0.0909090909090909,0.0472972972972973,1,0
0,0,0.0125,0.727272727272727,0.0264076576576577,0,1
1,1,0.45,0.0909090909090909,0.0585585585585586,0,0
0,0,0.366603053435115,0.0909090909090909,0.0348162162162162,0,0
1,1,0.2125,0.0909090909090909,0.0540540540540541,0,0
1,0,0.45,0.363636363636364,0.135135135135135,1,0
1,0,0.2625,0.0909090909090909,0.0351162162162162,0,0
0,0,0.35,0.272727272727273,0.0356981981981982,0,1
1,1,0.2875,0.181818181818182,0.170082582582583,1,0
1,1,0.3,0.272727272727273,0.0250750750750751,1,0
0,0,0.275,0.0909090909090909,0.0351162162162162,0,1
0,1,0.3875,0.0909090909090909,0.0353792792792793,0,1
0,0,0.575,0.0909090909090909,0.0585585585585586,0,0
0,0,0.2875,0.0909090909090909,0.0472972972972973,0,0
1,1,0.35,0.0909090909090909,0.056981981981982,0,0
1,0,0.4875,0.0909090909090909,0.0356981981981982,0,0
0,0,0.325,0.0909090909090909,0.0362612612612613,0,0
0,1,0.2625,0.181818181818182,0.0442567567567568,1,0
0,0,0.35,0.181818181818182,0.0356981981981982,1,0
0,1,0.25,0.0909090909090909,0.0390202702702703,0,1
0,0,0.425,0.181818181818182,0.0472972972972973,0,0
0,0,0.6375,0.0909090909090909,0.0349099099099099,0,0
1,0,0.0375,0.272727272727273,0.0281531531531532,1,0
0,0,0.2625,0.0909090909090909,0.0350225225225225,0,0
0,1,0.0805989583333333,0.454545454545455,0.022942972972973,0,1
0,0,0.366603053435115,0.0909090909090909,0.0355666666666667,0,0
0,0,0.366603053435115,0.0909090909090909,0.0308932432432432,1,0
1,1,0.4125,0.181818181818182,0.135135135135135,0,1
0,0,0.41969696969697,0.0909090909090909,0,0,0
1,0,0.55,0.0909090909090909,0.0356981981981982,0,0
0,1,0.366603053435115,0.0909090909090909,0.0362612612612613,0,0
1,1,0.425,0.272727272727273,0.0487987987987988,0,0
1,1,0.225,0.272727272727273,0.0585585585585586,0,0
0,0,0.375,0.0909090909090909,0.0585585585585586,0,0
0,1,0.125,0.272727272727273,0.0362612612612613,0,1
0,0,0.366603053435115,0.0909090909090909,0.0355666666666667,0,0
0,0,0.2625,0.0909090909090909,0.0348346846846847,0,0
0,0,0.3625,0.0909090909090909,0.035472972972973,0,0
0,1,0.35,0.272727272727273,0.0216216216216216,0,1
0,0,0.225,0.272727272727273,0.0303490990990991,0,1
0,0,0.366603053435115,0.0909090909090909,0.0326576576576577,0,0
1,1,0.35,0.181818181818182,0.0585585585585586,0,0
1,1,0.2375,0.0909090909090909,0.0585585585585586,0,0
0,0,0.366603053435115,0.0909090909090909,0.0349099099099099,1,0
1,0,0.4,0.0909090909090909,0.0362612612612613,0,0
1,0,0.35,0.0909090909090909,0.119594594594595,0,0
1,1,0.366603053435115,0.181818181818182,0.0362612612612613,0,1
1,1,0.525,0.181818181818182,0.0585585585585586,0,0
0,0,0.2125,0.0909090909090909,0.0320945945945946,0,0
0,0,0.625,0.181818181818182,0.125900900900901,1,0
1,1,0.175,0.363636363636364,0.135135135135135,1,0
0,1,0.2625,0.454545454545455,0.0309684684684685,0,1
1,1,0.3,0.545454545454545,0.0281531531531532,1,0
0,0,0.8,0.545454545454545,0.197447447447447,1,0
0,0,0.3875,0.0909090909090909,0.0472972972972973,0,0
1,1,0.5625,0.272727272727273,0.0394144144144144,1,0
0,0,0.25,0.0909090909090909,0.0427927927927928,0,0
0,0,0.3125,0.181818181818182,0.0350225225225225,0,0
1,1,0.35,0.0909090909090909,0.0585585585585586,0,0
1,0,0.366603053435115,0.0909090909090909,0.0365427927927928,0,0
1,0,0.05,0.272727272727273,0.12291036036036,0,0
1,1,0.1625,0.181818181818182,0.0439189189189189,1,0
1,0,0.425,0.0909090909090909,0.119594594594595,0,0
1,1,0.0625,0.363636363636364,0.0216872747747748,1,0
1,0,0.65,0.0909090909090909,0.137387387387387,0,0
0,0,0.45,0.363636363636364,0.03125,1,0
0,0,0.366603053435115,0.181818181818182,0.0899400900900901,0,1
0,0,0.375,0.0909090909090909,0.125,0,0
1,0,0.6125,0.181818181818182,0.200685135135135,1,0
0,0,0.366603053435115,0.0909090909090909,0.0362612612612613,0,0
1,0,0.3625,0.0909090909090909,0.0355666666666667,0,0
0,0,0.8125,0.0909090909090909,0.119594594594595,0,0
1,1,0.525324074074074,0.181818181818182,0.116807432432432,0,0
1,1,0.625,0.0909090909090909,0.0472972972972973,0,0
0,0,0.366603053435115,0.0909090909090909,0.0349099099099099,0,0
1,0,0.6,0.0909090909090909,0.119594594594595,0,0
0,0,0.425,0.0909090909090909,0.0362612612612613,0,1
0,0,0.5875,0.0909090909090909,0.173423423423423,0,0
0,0,0.6,0.0909090909090909,0.0585585585585586,0,0
0,0,0.366603053435115,0.0909090909090909,0.0362612612612613,0,0
0,0,0.475,0.0909090909090909,0.0317567567567568,0,0
0,0,0.41969696969697,0.0909090909090909,0,0,0
0,0,0.7,0.0909090909090909,0.119594594594595,0,0
0,0,0.366603053435115,0.0909090909090909,0.0347972972972973,0,0
1,1,0.009375,0.363636363636364,0.0216872747747748,1,0
0,0,0.366603053435115,0.0909090909090909,0.0326576576576577,0,0
0,0,0.475,0.0909090909090909,0.0390202702702703,0,1
1,1,0.4125,0.363636363636364,0.03125,1,0
1,1,0.2875,0.0909090909090909,0.0621247747747748,0,0
0,1,0.275,0.0909090909090909,0.0443130630630631,0,0
0,0,0.525324074074074,0.0909090909090909,0.117117117117117,0,0
0,0,0.425,0.181818181818182,0.0472972972972973,1,0
0,0,0.3625,0.181818181818182,0.0317378378378378,0,1
0,0,0.275,0.0909090909090909,0.0338774774774775,0,0
1,1,0.025,0.181818181818182,0.0276745495495495,0,0
0,0,0.1125,0.727272727272727,0.0264076576576577,0,1
0,0,0.41969696969697,0.0909090909090909,0,0,0
0,0,0.625,0.0909090909090909,0.0362612612612613,0,0
1,1,0.7875,0.0909090909090909,0.0431869369369369,0,0
1,0,0.3125,0.181818181818182,0.205133333333333,1,0
0,1,0.0805989583333333,0.454545454545455,0.022942972972973,0,1
1,1,0.4375,0.181818181818182,0.202702702702703,1,0
0,0,0.725,0.0909090909090909,0.133783783783784,0,0
0,0,0.375,0.0909090909090909,0.0362612612612613,0,0
1,0,0.1125,0.272727272727273,0.0238738738738739,1,0
0,0,0.366603053435115,0.181818181818182,0.0899400900900901,0,1
0,0,0.2625,0.0909090909090909,0.0326576576576577,0,0
0,0,0.6875,0.0909090909090909,0.137387387387387,0,0
0,0,0.8875,0.0909090909090909,0.222991891891892,0,0
0,0,0.2625,0.0909090909090909,0.0362612612612613,1,0
0,0,0.366603053435115,0.0909090909090909,0.0325637387387387,0,0
1,1,0.675,0.181818181818182,0.176276351351351,0,0
0,0,0.366603053435115,0.0909090909090909,0.034009009009009,0,0
0,1,0.3125,0.363636363636364,0.113776276276276,1,0
0,0,0.3,0.0909090909090909,0.0351162162162162,0,1
0,0,0.2125,0.0909090909090909,0.0390202702702703,0,1
0,1,0.2625,0.0909090909090909,0.0349099099099099,0,0
0,1,0.268465909090909,0.0909090909090909,0.0343657657657658,0,0
0,1,0.4625,0.0909090909090909,0.0431869369369369,0,0
1,1,0.2,0.0909090909090909,0.12987987987988,0,0
0,0,0.225,0.181818181818182,0.163513513513514,1,0
1,1,0.4125,0.272727272727273,0.039039039039039,1,0
1,0,0.525324074074074,0.0909090909090909,0.119594594594595,0,0
0,0,0.35,0.0909090909090909,0.0338213213213213,0,1
1,0,0.325,0.0909090909090909,0.0318106981981982,0,0
1,0,0.3625,0.0909090909090909,0.0349099099099099,1,0
0,0,0.366603053435115,0.0909090909090909,0.0362612612612613,1,0
1,0,0.45,0.0909090909090909,0.118412162162162,0,0
1,1,0.675,0.181818181818182,0.133783783783784,0,0
0,0,0.3,0.0909090909090909,0.0337648648648649,0,1
0,0,0.5875,0.0909090909090909,0.153246846846847,0,0
1,1,0.425,0.0909090909090909,0.0472972972972973,0,0
0,0,0.366603053435115,0.0909090909090909,0.0362612612612613,0,0
1,1,0.45,0.181818181818182,0.0585585585585586,0,0
0,0,0.4,0.0909090909090909,0.0355666666666667,0,0
1,1,0.375,0.0909090909090909,0.105292792792793,0,0
0,0,0.275,0.0909090909090909,0.0355666666666667,0,0
0,0,0.366603053435115,0.0909090909090909,0.032545045045045,0,0
1,1,0.55,0.181818181818182,0.130583783783784,1,0
0,0,0.366603053435115,0.0909090909090909,0.032563963963964,0,0
0,0,0.50625,0.0909090909090909,0.0349099099099099,0,0
1,1,0.625,0.0909090909090909,0.0472972972972973,0,0
0,0,0.525324074074074,0.0909090909090909,0.249751351351351,0,0
0,0,0.4875,0.0909090909090909,0.0356981981981982,0,0
0,0,0.2875,0.363636363636364,0.0518018018018018,1,0
1,1,0.025,0.272727272727273,0.039039039039039,1,0
0,0,0.366603053435115,0.0909090909090909,0.032563963963964,0,0
0,0,0.2125,0.272727272727273,0.032563963963964,0,1
1,1,0.366603053435115,0.272727272727273,0.033571021021021,1,0
0,1,0.375,0.0909090909090909,0.0390202702702703,0,1
1,1,0.0875,0.272727272727273,0.0394144144144144,1,0
0,0,0.5625,0.0909090909090909,0.119594594594595,0,0
1,1,0.375,0.0909090909090909,0.159797297297297,0,0
0,0,0.366603053435115,0.0909090909090909,0.0326576576576577,0,0
1,1,0.275,0.272727272727273,0.222972972972973,0,0
1,1,0.45,0.272727272727273,0.15990990990991,0,1
0,1,0.1125,0.636363636363636,0.0201254826254826,1,0
0,1,0.1375,0.636363636363636,0.0201254826254826,1,0
1,0,0.4,0.181818181818182,0.0585585585585586,1,0
0,0,0.625,0.181818181818182,0.159797297297297,0,0
0,0,0.8,0.0909090909090909,0.117117117117117,0,0
1,1,0.2375,0.181818181818182,0.0585585585585586,1,0
1,0,0.41969696969697,0.0909090909090909,0.0624436936936937,0,0
0,0,0.4125,0.272727272727273,0.0308183183183183,1,0
1,0,0.1,0.272727272727273,0.0413851351351351,0,1
1,0,0.2125,0.272727272727273,0.124868581081081,1,0
0,0,0.3375,0.0909090909090909,0.0585585585585586,0,0
0,0,0.366603053435115,0.0909090909090909,0.0352666666666667,1,0
1,0,0.275,0.0909090909090909,0.032545045045045,0,0
1,1,0.275,0.0909090909090909,0.0350225225225225,0,0
0,0,0.775,0.0909090909090909,0.119594594594595,0,0
1,1,0.6,0.181818181818182,0.178378378378378,1,0
0,0,0.525324074074074,0.0909090909090909,0.204977477477477,0,0
1,1,0.4875,0.272727272727273,0.119594594594595,1,0
1,1,0.45,0.181818181818182,0.0391891891891892,0,0
0,0,0.366603053435115,0.0909090909090909,0.0349099099099099,0,0
0,0,0.5,0.0909090909090909,0.0355666666666667,0,0
0,0,0.35,0.0909090909090909,0.0608108108108108,0,0
0,0,0.366603053435115,0.0909090909090909,0.0362612612612613,0,0
0,1,0.268465909090909,0.0909090909090909,0.0362612612612613,0,0
0,0,0.3,0.272727272727273,0.0362612612612613,1,0
0,0,0.2375,0.0909090909090909,0.0355666666666667,0,0
0,1,0.3625,0.454545454545455,0.0189864864864865,0,1
0,0,0.366603053435115,0.0909090909090909,0.032563963963964,0,0
1,0,0.4,0.0909090909090909,0.0353792792792793,0,0
1,0,0.775,0.0909090909090909,0.0472972972972973,1,0
1,1,0.6625,0.272727272727273,0.115944144144144,0,0
1,0,0.45,0.0909090909090909,0.118862612612613,0,1
1,1,0.268465909090909,0.0909090909090909,0.0349099099099099,1,0
0,0,0.2,0.0909090909090909,0.0362612612612613,0,0
0,0,0.2375,0.0909090909090909,0.0326576576576577,0,0
1,1,0.425,0.0909090909090909,0.0585585585585586,0,0
1,1,0.4875,0.181818181818182,0.125900900900901,0,1
0,1,0.366603053435115,0.181818181818182,0.0325637387387387,0,0
1,0,0.4,0.0909090909090909,0.0356981981981982,0,1
1,1,0.3125,0.272727272727273,0.0675675675675676,0,0
1,1,0.4875,0.272727272727273,0.124868581081081,1,0
0,0,0.675,0.0909090909090909,0.0585585585585586,0,0
0,0,0.45,0.0909090909090909,0.180743243243243,0,0
0,0,0.366603053435115,0.0909090909090909,0.0392454954954955,0,0
1,1,0.225,0.272727272727273,0.119594594594595,1,0
0,0,0.5875,0.0909090909090909,0.0675675675675676,0,0
1,0,0.75,0.272727272727273,0.178378378378378,0,0
0,0,0.275,0.0909090909090909,0.0362612612612613,0,0
0,0,0.366603053435115,0.0909090909090909,0.0362612612612613,0,0
0,0,0.4375,0.0909090909090909,0.0320945945945946,0,0
1,1,0.65,0.181818181818182,0.176276351351351,0,0
